"","ecosystem_type","Total_Area_under_mpa_km2","eco_extent_km2","percent_protected","natural_wd","mod_deg_wd","sev_deg_wd","v_sev_deg_wd","total_perc","perc_pro_cnd","pro_lvl_2018_20","pro_lvl_2018_30","pro_lvl_2025_30","difference_2018_30_20","difference_2018_2025_30"
"17","Agulhas Mid Shelf Reef",8.9675172645751,51.8875901479681,17.2825857570228,0,0.5,0,0,0.5,8.6412928785114,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"18","Agulhas Mixed Shore",37.070682914135,188.084081621847,19.7096333695414,0.205695100721214,0.287241979607063,0.0313578711763242,0.0115269833374782,0.535821934842079,10.5608538870957,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"19","Agulhas Muddy Mid Shelf",118.596334023777,1732.35397257669,6.84596427180397,0.0223301707779886,0.411795066413662,0.00682884250474383,0.0131316888045541,0.454085768500949,3.10865494749215,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"20","Agulhas Muddy Outer Shelf",69.3403626959733,1278.0487674512,5.4254864494927,0.217919937714916,0.20250437941997,0.0645740608577175,0.0161824433919419,0.501180821384545,2.71914975516747,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"21","Agulhas Plateau",1175.48685311148,5469.13037551092,21.4931218018673,1,0,0,0,1,21.4931218018673,"Well Protected","Moderately Protected","Moderately Protected","decrease","same"
"22","Agulhas Reflective Sandy Shore",0.0579670319513621,0.868005318487441,6.67818856828823,0.0238095238095238,0,0,0.0976190476190476,0.121428571428571,0.810922897577856,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"23","Agulhas Rocky Outer Shelf",1857.35922892717,4214.82119883301,44.0673314787691,0.959789099194222,0.0201054504028891,0,0,0.979894549597111,43.181337931335,"Well Protected","Well Protected","Well Protected","same","same"
"24","Agulhas Rocky Plateau",2301.58939953328,8592.86430790231,26.7848917085384,1,0,0,0,1,26.7848917085384,"Well Protected","Moderately Protected","Moderately Protected","decrease","same"
"25","Agulhas Rocky Shelf Edge",879.780257227185,5232.98060109642,16.8122208792987,0.816018921371349,0.0919905393143255,0,0,0.908009460685675,15.2656556135405,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"26","Agulhas Sandy Inner Shelf",192.008889094893,521.54655904102,36.8152920897311,0.350847672124078,0.219030789926365,0.0617453093288463,0.00052730502603715,0.632151076405326,23.2728265227,"Well Protected","Well Protected","Moderately Protected","same","decrease"
"27","Agulhas Sandy Mid Shelf",2715.25628730269,20233.0888154781,13.4198802370973,0.546870316482111,0.168966983574253,0.0134372234707619,0.00704049714668437,0.73631502067381,9.88125939421837,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"28","Agulhas Sandy Outer Shelf",324.78713577392,7058.5123582321,4.60135392970066,0,0.499463789883225,0,0.00010724202335493,0.49957103190658,2.29870313082796,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"29","Agulhas Sheltered Rocky Shore",0.310521995410396,1.31753414924586,23.5684210225697,0,0.319648093841642,0.0316715542521993,0.0255131964809384,0.37683284457478,8.88135513607097,"Moderately Protected","Moderately Protected","Poorly Protected","same","decrease"
"30","Agulhas Stromatolite Mixed Shore",1.18378360583402,8.35762098315369,14.1641216827151,0.234980988593156,0.347148288973384,0.0212167300380228,0,0.603346007604563,8.54586626849138,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"31","Agulhas Upper Canyon",54.7049953084897,101.993641538527,53.6356918757778,0.386741513844533,0.306629243077733,0,0,0.693370756922266,37.1894202739575,"Well Protected","Well Protected","Well Protected","same","same"
"32","Agulhas Very Exposed Rocky Shore",1.1992420306375,9.07358637308985,13.2168470252752,0.325546345139412,0.324792765636775,0.00135644310474755,0.00203466465712133,0.653730218538055,8.64025229421719,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"33","Agulhas Very Exposed Stromatolite Rocky Shore",0.184328496538327,1.26502103971722,14.5711803006479,1,0,0,0,1,14.5711803006479,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"34","Aliwal Shoal Reef Complex",5.21579499834443,5.21579499834488,99.9999999999913,0,0.356551724137931,0,0.0286896551724138,0.385241379310345,38.5241379310311,"Moderately Protected","Moderately Protected","Moderately Protected","same","same"
"35","Alphard Bank",31.8615057019811,31.8615057019809,100.000000000001,1,0,0,0,1,100.000000000001,"Well Protected","Well Protected","Well Protected","same","same"
"36","Amathole Hard Shelf Edge",468.735966369068,468.735966369063,100.000000000001,0.218893093497831,0.378221853598972,0.00739895979126708,0,0.604513906888071,60.4513906888077,"Well Protected","Moderately Protected","Moderately Protected","decrease","same"
"37","Amathole Lace Corals",22.2360137434631,131.635631094592,16.8920933933796,0.606668824862415,0.196665587568792,0,0,0.803334412431208,13.5699999209037,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"38","Browns Bank Rocky Shelf Edge",262.490962941805,2164.06348441316,12.1295407843817,0,0.082182107377673,0.00269746810275677,0.0826644224902132,0.167543997970643,2.03223175656327,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"39","Cape Basin Abyss",914.730595567946,57854.9605379709,1.58107548093062,1,0,0,0,1,1.58107548093062,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"40","Cape Basin Complex Abyss",4032.24026616822,73071.0038086917,5.51824945052773,1,0,0,0,1,5.51824945052773,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"41","Cape Bay",70.3808272458125,254.36523253387,27.6692009142566,0,0.0437424912451113,0.101803379259221,0.0573170419979039,0.202862912502237,5.61305468407564,"Moderately Protected","Moderately Protected","Poorly Protected","same","decrease"
"42","Cape Boulder Shore",1.0799260706484,2.62294539023256,41.1722666689852,0.102564102564103,0.26509511993383,0.0210918114143921,0.0296939619520265,0.418444995864351,17.2283289560295,"Moderately Protected","Moderately Protected","Poorly Protected","same","decrease"
"43","Cape Exposed Rocky Shore",9.49053685211717,28.8799923049157,32.8619784656306,0.11268139998103,0.225837048278479,0.0565114293844257,0.0247273072180594,0.419757184861994,13.7940515697286,"Moderately Protected","Moderately Protected","Poorly Protected","same","decrease"
"44","Cape Island",2.08502649947962,2.95176447335229,70.6366147537401,0.0341052631578947,0.0785263157894735,0.0589894736842104,0.0612210526315789,0.232842105263157,16.4471780879235,"Moderately Protected","Moderately Protected","Poorly Protected","same","decrease"
"45","Cape Kelp Forest",5.13474432623156,9.7845713104048,52.4779692777274,0.0109166522266505,0.051117657251776,0.085929648241206,0.0600242592271703,0.207988216946803,10.9147992590636,"Moderately Protected","Moderately Protected","Poorly Protected","same","decrease"
"46","Cape Lower Canyon",0,2838.07730038375,0,0,0,0,0,0,0,"Not Protected","Not Protected","Not Protected","same","same"
"47","Cape Mixed Shore",7.15954349452852,33.7339338998445,21.2235653149291,0.143615005683971,0.236705822912719,0.0587343690791967,0.0186813186813187,0.457736516357206,9.71480085193529,"Moderately Protected","Moderately Protected","Poorly Protected","same","decrease"
"48","Cape Rocky Inner Shelf",228.109970728235,473.609909867424,48.1641042502868,0,0.0091518147778431,0.091228540878369,0.067759728858499,0.168140084514711,8.09831655921858,"Moderately Protected","Moderately Protected","Poorly Protected","same","decrease"
"49","Cape Rocky Mid Shelf Mosaic",848.388369789935,3904.94948298784,21.7259755468283,0.0118374265928918,0.113004514749313,0.169766136834244,0.0196266421127669,0.314234720289215,6.82705584896791,"Moderately Protected","Moderately Protected","Poorly Protected","same","decrease"
"50","Cape Sandy Inner Shelf",87.4407061029385,526.200650557555,16.6173694407803,0.761492537313433,0.055501801338137,0.0307318579516212,0.00250643335048893,0.85023262995368,14.1286297225466,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"51","Cape Sheltered Rocky Shore",0.0361588870604633,1.48131661842756,2.44099651692604,0,0.0212765957446809,0,0.0957446808510638,0.117021276595745,0.285648528576451,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"52","Cape Upper Canyon",410.299456110177,2394.81872120074,17.1327980893876,0,0.401116329471844,0,0.0197767341056312,0.420893063577475,7.21107587549666,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"53","Cape Very Exposed Rocky Shore",0.194628921507396,0.523550143900107,37.1748386997924,0.305555555555556,0.347222222222222,0,0,0.652777777777778,24.2669085956978,"Well Protected","Well Protected","Moderately Protected","same","decrease"
"54","Central Agulhas Outer Shelf Mosaic",487.196048026391,2452.94266352652,19.8616973511303,0.916592161846636,0.0417039190766821,0,0,0.958296080923318,19.0333867320732,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"55","Childs Bank Coral",286.838368699269,505.477531383285,56.7460175557773,0.364709426005761,0.0141113976794242,0.161299158493195,0.00694039169914092,0.547060373877521,31.0434975801239,"Well Protected","Well Protected","Well Protected","same","same"
"56","Childs Bank Plateau",917.742184602231,1620.27639447407,56.6410883804873,0.923392249296608,0.0272947658186076,0.0053327396952636,0.00042424200819652,0.956443996818676,54.1740289547931,"Well Protected","Well Protected","Well Protected","same","same"
"57","Delagoa Deep Shelf Edge",605.353260977973,605.364337503834,99.9981702711616,1,0,0,0,1,99.9981702711616,"Well Protected","Well Protected","Well Protected","same","same"
"58","Delagoa Lower Canyon",3.26935743049201,3.26935743049247,99.999999999986,1,0,0,0,1,99.999999999986,"Well Protected","Well Protected","Well Protected","same","same"
"59","Delagoa Mixed Shore",25.6875999658976,28.7546276148732,89.3337945806358,0,0,0,0,0,0,"Moderately Protected","Moderately Protected","Not Protected","same","decrease"
"60","Delagoa Rocky Mid Shelf",22.9897245765973,22.9897245766035,99.999999999973,0,0,0,0,0,0,"Moderately Protected","Moderately Protected","Not Protected","same","decrease"
"61","Delagoa Sandy Inner Shelf",172.701210845816,172.701546121339,99.9998058642031,0,0,0,0,0,0,"Moderately Protected","Moderately Protected","Not Protected","same","decrease"
"62","Delagoa Sandy Mid Shelf",274.19383197033,274.196272726062,99.9991098508715,1,0,0,0,1,99.9991098508715,"Well Protected","Well Protected","Well Protected","same","same"
"63","Delagoa Shelf Edge",189.792307612814,189.793567647057,99.9993361027674,0.956084785989033,0.0219576070054832,0,0,0.978042392994516,97.8035899798135,"Well Protected","Well Protected","Well Protected","same","same"
"64","Delagoa Upper Canyon",43.9627070201647,43.9627070201745,99.9999999999777,1,0,0,0,1,99.9999999999777,"Well Protected","Well Protected","Well Protected","same","same"
"65","Delagoa Very Exposed Rocky Shore",0.256408342249786,0.26728955428873,95.9290545162157,0,0,0,0,0,0,"Moderately Protected","Moderately Protected","Not Protected","same","decrease"
"66","Durnford Inner Shelf Reef Complex",228.244947467241,460.539430230572,49.5603486878351,0,0.0278344011828487,0.106808871365204,0.0588301626416954,0.193473435189749,9.58861090983721,"Moderately Protected","Moderately Protected","Poorly Protected","same","decrease"
"67","Durnford Mid Shelf Reef Complex",344.14726728878,431.837393282035,79.6937163484627,0,0.435245721578308,0.0388525670530149,0,0.474098288631323,37.7826545354763,"Moderately Protected","Moderately Protected","Moderately Protected","same","same"
"68","Eastern Agulhas Bay",646.449215230106,1631.18822935712,39.6305713587011,0.170783863854053,0.184657825273428,0.054467010447063,0.0278343784108881,0.437743077985432,17.3480082888791,"Moderately Protected","Moderately Protected","Poorly Protected","same","decrease"
"69","Eastern Agulhas Outer Shelf Mosaic",1698.61990485584,25966.2287160908,6.5416504007116,0.373255891581547,0.313372054209226,0,0,0.686627945790773,4.491679976722,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"70","False and Walker Bay",372.619886662831,1681.22938636127,22.1635363791316,0.0408270231754888,0.00335857396471143,0.086226585993261,0.0665033875584218,0.196915570691883,4.36434541464701,"Moderately Protected","Moderately Protected","Poorly Protected","same","decrease"
"71","KZN Bight Deep Shelf Edge",226.374127983095,1761.23466780699,12.8531496751064,0.0158030325920154,0.301416508305041,0.0030890456160996,0.0371067132077572,0.357415299720913,4.59391234348589,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"72","KZN Bight Mid Shelf Mosaic",50.8959269661871,534.671299105116,9.51910586024947,0,0.014959683123497,0.162774084028858,0.0427500353656811,0.220483802518037,2.09880865663953,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"73","KZN Bight Mid Shelf Reef Complex",0,22.9909236769553,0,0,0,0,0,0,0,"Not Protected","Not Protected","Not Protected","same","same"
"74","KZN Bight Muddy Inner Shelf",328.747992106973,328.747992106968,100.000000000001,0,0.258693378741671,0.0118726011421438,0.0443037905376179,0.314869770421433,31.4869770421437,"Moderately Protected","Moderately Protected","Moderately Protected","same","same"
"75","KZN Bight Muddy Shelf Edge",215.866917766129,515.728316435026,41.856712320609,0.109363145241643,0.367875718712579,0.00306726875508468,0.0144661188149584,0.494772251524265,20.7095397962712,"Moderately Protected","Moderately Protected","Moderately Protected","same","same"
"76","KZN Bight Outer Shelf Mosaic",136.08293470646,655.790229207946,20.7509853983062,0,0.169657768470164,0.189431513930493,0.00292460832913607,0.362013890729793,7.51214496051797,"Moderately Protected","Moderately Protected","Poorly Protected","same","decrease"
"77","KZN Bight Sandy Inner Shelf",24.5418275789992,145.873792380413,16.8240142238837,0,0.275316339629561,0.0120924261874198,0.0409059233449477,0.328314689161929,5.52357100037024,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"78","Kei Fluvial Fan",34.038293840514,49.0154065005113,69.4440713047211,0,0.393483377853006,0.0400439025680358,0.00795535690672027,0.441482637327762,30.6583517463854,"Moderately Protected","Moderately Protected","Moderately Protected","same","same"
"79","Kei Reef Mosaic",68.6302108210242,93.6947599098899,73.2487183776646,0,0.12156880745977,0.0207032223373421,0.0687851643955986,0.211057194192711,15.4596689790019,"Moderately Protected","Moderately Protected","Poorly Protected","same","decrease"
"80","Kingklip Koppies",0,642.858643446311,0,0,0,0,0,0,0,"Not Protected","Not Protected","Not Protected","same","same"
"81","Kingklip Ridge",103.223666679445,103.590412382089,99.6459655925581,0,0.142954307638646,0,0.0714091384722707,0.214363446110917,21.3604525754706,"Moderately Protected","Moderately Protected","Moderately Protected","same","same"
"82","Kosi Coral Community",8.04203670348659,8.04203670348581,100.00000000001,0,0,0,0,0,0,"Moderately Protected","Moderately Protected","Not Protected","same","decrease"
"83","Leadsman Coral Community",12.4926190922377,12.4926190922383,99.999999999995,0,0,0,0,0,0,"Moderately Protected","Moderately Protected","Not Protected","same","decrease"
"84","Namaqua Exposed Rocky Shore",4.97117655833885,42.4888492854475,11.6999557341307,0.0760751716660643,0.21774485001807,0.125551138417058,0.00699313335742682,0.426364293458619,4.98844336007974,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"85","Namaqua Kelp Forest",1.02510348969781,7.36009090470201,13.927864519213,0.199122807017544,0.285964912280702,0.0686842105263159,0,0.553771929824562,7.71286041313961,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"86","Namaqua Mid Shelf Fossils",20.0474398195,20.0678412702008,99.898337591841,1,0,0,0,1,99.898337591841,"Well Protected","Well Protected","Well Protected","same","same"
"87","Namaqua Mixed Shore",7.05371441297313,60.6566241566782,11.6289267842423,0.0985879659076453,0.220137387100877,0.0378196158249588,0.0335071873807404,0.390052156214222,4.53588796665102,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"88","Namaqua Muddy Mid Shelf Mosaic",630.477721666677,11762.5068676088,5.36006251696962,1,0,0,0,1,5.36006251696962,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"89","Namaqua Muddy Sands",78.351368924858,12168.9416239687,0.643863462789009,1,0,0,0,1,0.643863462789009,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"90","Namaqua Sandy Inner Shelf",152.754877923144,760.246322097607,20.0928138003582,0.789580988633484,0.102169006947186,1.59095864096777e-05,0.000602796551744457,0.892368701718824,17.9301981649037,"Well Protected","Moderately Protected","Poorly Protected","decrease","decrease"
"91","Namaqua Sandy Mid Shelf",145.747939365362,2853.16084359544,5.10829733600633,1,0,0,0,1,5.10829733600633,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"92","Namaqua Sheltered Rocky Shore",0.0700100847550202,1.19589222629092,5.8542135500084,0.285714285714286,0.357142857142857,0,0,0.642857142857143,3.76342299643397,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"93","Namaqua Very Exposed Rocky Shore",0.335429470353982,3.14966155728105,10.6496988407714,0.0271739130434783,0.252717391304348,0.140217391304348,0,0.420108695652174,4.47403108908494,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"94","Natal Boulder Shore",0.0849552535663384,0.273372386433886,31.0767501701875,1,0,0,0,1,31.0767501701875,"Well Protected","Well Protected","Well Protected","same","same"
"95","Natal Deep Shelf Edge",465.039708939159,1377.22208854261,33.7665009011923,0.482381472191255,0.252819003158677,0,0.00119805214913911,0.736398527499071,24.865601542434,"Well Protected","Well Protected","Moderately Protected","same","decrease"
"96","Natal Delagoa Dissipative Intermediate Sandy Shore",16.2396601742086,32.8521649933219,49.4325417442345,0.531162268388546,0.140230207748456,0.00117911285794498,0.0184446939921392,0.691016282987086,34.1586912547049,"Well Protected","Well Protected","Well Protected","same","same"
"97","Natal Delagoa Dissipative Sandy Shore",0,0.705740773370085,0,0,0,0,0,0,0,"Not Protected","Not Protected","Not Protected","same","same"
"98","Natal Delagoa Intermediate Sandy Shore",27.0893288687455,52.1177098499427,51.9772049591993,0.691144132738056,0.0628373425734655,0.00215899247018058,0.0175984540547744,0.773738921836476,40.2167865252044,"Well Protected","Well Protected","Well Protected","same","same"
"99","Natal Delagoa Reflective Sandy Shore",3.58488704534427,9.43567918033413,37.9928882365554,0.702008032128514,0.141365461847389,0,0.00152610441767068,0.844899598393574,32.1001760128776,"Well Protected","Well Protected","Well Protected","same","same"
"100","Natal Exposed Rocky Shore",12.0279402708966,31.4363868939502,38.2612044808854,0.859141869678833,0.0370479642586192,0.0135800387760263,0.00214954058838405,0.911919413301863,34.8911351424316,"Well Protected","Well Protected","Well Protected","same","same"
"101","Natal Lower Canyon",343.377548911132,1308.25045777874,26.2470803560159,0.892066795448767,0.0539666022756165,0,0,0.946033397724383,24.8306146095466,"Well Protected","Moderately Protected","Moderately Protected","decrease","same"
"102","Natal Mixed Shore",25.7104960910169,69.4813529609774,37.0034476810729,0.411206578461863,0.110273575457277,0.0189763322966633,0.0304991829634706,0.570955669179274,21.1273282326873,"Well Protected","Well Protected","Moderately Protected","same","decrease"
"103","Natal Upper Canyon",139.933225677457,256.190865736934,54.6206927694078,0.962666169311012,0.0186669153444938,0,0,0.981333084655506,53.6010929214236,"Well Protected","Well Protected","Well Protected","same","same"
"104","Natal Very Exposed Rocky Shore",0.247917218157939,0.958760010181768,25.858110009296,0.901098901098901,0,0,0.00989010989010989,0.910989010989011,23.5564540634136,"Well Protected","Moderately Protected","Moderately Protected","decrease","same"
"105","Orange Cone Inner Shelf Mud Reef Mosaic",0,511.019418656815,0,0,0,0,0,0,0,"Not Protected","Not Protected","Not Protected","same","same"
"106","Orange Cone Muddy Mid Shelf",0,1925.36359377494,0,0,0,0,0,0,0,"Not Protected","Not Protected","Not Protected","same","same"
"107","Port St Johns Inner Shelf Mosaic",31.2913285832887,48.5420773199831,64.4622774938541,0,0.5,0,0,0.5,32.2311387469271,"Moderately Protected","Moderately Protected","Moderately Protected","same","same"
"108","Port St Johns Muddy Mid Shelf",94.3754100194944,124.793408782948,75.6253162245457,0,0.5,0,0,0.5,37.8126581122728,"Moderately Protected","Moderately Protected","Moderately Protected","same","same"
"109","Port St Johns Muddy Shelf Edge",89.9747027532147,129.382199805529,69.5417939163604,0,0.5,0,0,0.5,34.7708969581802,"Moderately Protected","Moderately Protected","Moderately Protected","same","same"
"110","Protea Mid Shelf Reef Complex",15.5395334303503,15.5395334303534,99.99999999998,0,0.5,0,0,0.5,49.99999999999,"Moderately Protected","Moderately Protected","Moderately Protected","same","same"
"111","Sodwana Coral Community",5.96441864350862,5.96441864350722,100.000000000024,0,0,0,0,0,0,"Moderately Protected","Moderately Protected","Not Protected","same","decrease"
"112","Southeast Atlantic Lower Slope",391.242843872702,86412.8879522145,0.452759829169296,1,0,0,0,1,0.452759829169296,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"113","Southeast Atlantic Mid Slope",235.944299736919,18140.1341054933,1.30067560892766,0.113273114276341,0.443363442861829,0,0,0.556636557138171,0.724003592907085,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"114","Southeast Atlantic Seamount",1524.16628993785,1576.25073288586,96.6956752589319,1,0,0,0,1,96.6956752589319,"Well Protected","Well Protected","Well Protected","same","same"
"115","Southeast Atlantic Slope Seamount",862.771271331193,887.913638748351,97.1683769321755,1,0,0,0,1,97.1683769321755,"Well Protected","Well Protected","Well Protected","same","same"
"116","Southeast Atlantic Upper Slope",604.276978097146,15242.0935369506,3.9645274229044,0.259153901717962,0.342869376782563,0.0156515522723719,0.000293550380900608,0.617968381153797,2.44995259357207,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"117","Southern Benguela Dissipative Intermediate Sandy Shore",10.9543455473107,51.4668402099681,21.2842783870557,0.828930095175583,0.0645306859205775,0.00159993436166721,0.00366754184443715,0.898728257302265,19.1287824227348,"Well Protected","Moderately Protected","Poorly Protected","decrease","decrease"
"118","Southern Benguela Dissipative Sandy Shore",10.4154691845163,26.1798968861555,39.7842253917518,0.974682450531409,0.000172816037328264,0.00443273135746998,0.00101961462023676,0.980307612546444,39.0007790107978,"Well Protected","Well Protected","Well Protected","same","same"
"119","Southern Benguela Intermediate Sandy Shore",1.22846679410993,32.3365615717474,3.79900253582696,0.261380323054332,0.36784140969163,0,0.000293685756240822,0.629515418502203,2.39153067123204,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"120","Southern Benguela Muddy Outer Shelf Mosaic",0,5574.43236684411,0,0,0,0,0,0,0,"Not Protected","Not Protected","Not Protected","same","same"
"121","Southern Benguela Muddy Shelf Edge",92.4871955093156,814.044755511982,11.3614386534739,0,0,0.29964092833163,0.000119690556123194,0.299760618887754,3.40571188222059,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"122","Southern Benguela Outer Shelf Mosaic",193.468688250098,19508.7097186023,0.991704172345226,0.0162819475070012,0.293840306658852,0.118811231752589,0,0.428933485918441,0.425375127643901,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"123","Southern Benguela Reflective Sandy Shore",0.920347646310253,10.543340329831,8.72918465608333,0.11219512195122,0.285365853658537,0.0307317073170732,0.0214634146341463,0.449756097560976,3.92600402580919,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"124","Southern Benguela Rocky Shelf Edge",329.480895132517,2380.68802149114,13.8397342347338,1,0,0,0,1,13.8397342347338,"Moderately Protected","Poorly Protected","Poorly Protected","decrease","same"
"125","Southern Benguela Sandy Outer Shelf",725.544271788975,36057.0725766166,2.01221069804624,0.775151518158611,0.0838510048699165,0,0.00571464721015562,0.864717170238683,1.73999314073855,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"126","Southern Benguela Sandy Shelf Edge",214.25840921845,7397.87066782645,2.8962172879051,0.991897307083241,0.00405134645837972,0,0,0.995948653541621,2.88448370825305,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"127","Southern Benguela Shelf Edge Mosaic",0.259291305216342,2181.79251150682,0.011884324648143,1,0,0,0,1,0.011884324648143,"Not Protected","Not Protected","Not Protected","same","same"
"128","Southern KZN Inner Shelf Mosaic",100.299035859412,258.868157698594,38.7452194781688,0,9.42109607723505e-05,0.0909512615296272,0.0696640706313032,0.160709543121703,6.22672652048661,"Moderately Protected","Moderately Protected","Poorly Protected","same","decrease"
"129","Southern KZN Mid Shelf Mosaic",481.034358789034,989.630326080083,48.607479592345,0,0.414505886403269,0.00897161952803994,0.0141082828766662,0.437585788807975,21.2699422993838,"Moderately Protected","Moderately Protected","Moderately Protected","same","same"
